Gene,MeanAbsSHAP
LTO1,6.5612517e-06
JMJD7,6.560884e-06
GMNN,6.5557056e-06
NPAS1,6.5510253e-06
KCNE4,6.494545e-06
CHODL,6.447037e-06
AGAP6,6.3554485e-06
EMP3,6.343022e-06
GALK1,6.3208504e-06
TMUB1,6.306436e-06
NPL,6.2702966e-06
ZNF433,6.2271665e-06
DZIP1L,6.1966634e-06
ZNF347,6.1620135e-06
HSPA12A,6.134822e-06
C15orf62,6.1276096e-06
NPIPA7,6.118451e-06
JPH4,6.056264e-06
CENPA,6.0301904e-06
RHOXF2,5.980671e-06
RAB3D,5.929911e-06
NSMAF,5.889807e-06
FARP2,5.854501e-06
RRAD,5.8441415e-06
CDR2,5.8125547e-06
GTPBP6,5.7221696e-06
C16orf86,5.6739223e-06
NRAS,5.6060344e-06
IL10RA,5.54703e-06
CPA5,5.5423266e-06
STRBP,5.4730226e-06
WDR3,5.453651e-06
PLEKHG4,5.4490793e-06
KNTC1,5.4416937e-06
NID2,5.419131e-06
SAYSD1,5.4074612e-06
RCC1L,5.3884837e-06
ANKRD13D,5.386568e-06
APOM,5.317141e-06
A1BG,5.2833475e-06
PIGH,5.2318264e-06
SERPINB7,5.2205773e-06
OTUD6B,5.19632e-06
CDH1,5.1930906e-06
SSX2IP,5.1205457e-06
RASGRP1,5.108084e-06
CTDSPL2,5.0887224e-06
GPT,5.065423e-06
RAB5IF,4.9993596e-06
GRHL2,4.9990035e-06
LRP5,4.935597e-06
RSF1,4.920555e-06
DCC,4.890631e-06
CBWD1,4.835997e-06
NEMP1,4.810206e-06
CDKN1C,4.708772e-06
ANKRD2,4.6561468e-06
ABL2,4.592951e-06
LOXL3,4.563458e-06
PAX3,4.55276e-06
MRLN,4.529952e-06
TRIM38,4.515388e-06
PFAS,4.454257e-06
UGT1A6,4.41594e-06
C1QL3,4.4049316e-06
ZCCHC14,4.3874747e-06
NUDT7,4.316115e-06
CCDC6,4.3060422e-06
SYN2,4.212155e-06
ACSF2,4.176321e-06
MPDU1,4.1517656e-06
PUM3,4.1319113e-06
HTATIP2,4.097424e-06
ECHDC3,4.088963e-06
ATP8B2,4.0826094e-06
VCAN,4.064748e-06
FABP6,4.0536074e-06
PSMD5,3.9981196e-06
MYO7A,3.9921906e-06
SH2B2,3.978435e-06
GSPT2,3.976778e-06
CDC45,3.960759e-06
EMB,3.953554e-06
LAPTM4A,3.927029e-06
LDLR,3.9065862e-06
TMEM53,3.869697e-06
RHOBTB2,3.8359485e-06
TOMM34,3.8324683e-06
TNFRSF18,3.7804066e-06
PACSIN2,3.7490693e-06
EZH2,3.745058e-06
MAP6D1,3.744103e-06
PIK3C2A,3.6992597e-06
LYRM1,3.6516878e-06
GEMIN8,3.6459521e-06
OVOL1,3.6169383e-06
LRRC4,3.606913e-06
MSR1,3.573322e-06
CTNND2,3.5449345e-06
AKAP7,3.4925197e-06
ADM2,3.412759e-06
IRF2BP2,3.393884e-06
APC,3.3610233e-06
ENDOV,3.3019924e-06
UNC119B,3.2385424e-06
CLMP,3.2272453e-06
PHKA1,3.2088985e-06
BTK,3.1278987e-06
MLXIPL,3.120813e-06
PDPR,3.0332665e-06
CLDN11,2.9103533e-06
PLA2G15,2.9024657e-06
RND1,2.8994689e-06
SMIM15,2.8985762e-06
MPO,2.88265e-06
HINT1,2.8477045e-06
HAL,2.839788e-06
MTSS1,2.8183633e-06
ADAMTS6,2.7809638e-06
SPAG1,2.7493068e-06
IL23A,2.7318472e-06
MATK,2.6638352e-06
TPGS2,2.6083414e-06
RBM23,2.5974723e-06
SLC44A1,2.5780728e-06
PITPNM3,2.5716397e-06
ZFP69,2.496993e-06
ADRB1,2.4752246e-06
C5,2.4649346e-06
LEPROTL1,2.4594774e-06
TMEM141,2.4330775e-06
SGK3,2.413574e-06
STOML1,2.4113613e-06
IDS,2.4018389e-06
C7,2.3665477e-06
NAMPT,2.3073083e-06
EHD2,2.3044188e-06
AK3,2.265595e-06
DIRAS3,2.2072102e-06
ADD2,2.1806864e-06
KIF9,2.1741114e-06
CHIC2,2.1688686e-06
LXN,2.1545522e-06
ESM1,2.0900045e-06
ITPR3,2.0616392e-06
SULF2,2.0278592e-06
MAGEA4,1.9379981e-06
NPR3,1.9254735e-06
C11orf71,1.9222668e-06
DECR1,1.9144773e-06
ACOT7,1.8887308e-06
ZNF302,1.8135233e-06
GSDMB,1.6728565e-06
MIIP,1.6572332e-06
SLC25A18,1.6054296e-06
PRSS3,1.5152527e-06
DNPEP,1.3770386e-06
AGA,1.3757672e-06
ADARB1,1.344857e-06
PHOSPHO2,1.3291791e-06
HSD17B1,1.2671218e-06
GSTM1,1.2637182e-06
MIPEP,1.2616805e-06
FLT4,1.1465576e-06
MTA3,9.2560043e-07
HCK,0.0
TLDC2,0.0
POFUT1,0.0
RNF24,0.0
RASSF2,0.0
SLC52A3,0.0
RSPO4,0.0
CDS2,0.0
HM13,0.0
SNPH,0.0
SIRPB1,0.0
AMMECR1,0.0
CHRDL1,0.0
WDR13,0.0
PAGE4,0.0
SRPX,0.0
STAG2,0.0
ABCD1,0.0
ATG4A,0.0
TBL1X,0.0
GPR143,0.0
PGRMC1,0.0
POLA1,0.0
MID1,0.0
MOSPD1,0.0
LAMA1,0.0
RNF125,0.0
NOL4,0.0
MIB1,0.0
RBBP8,0.0
MXRA5,0.0
CELF4,0.0
ADNP2,0.0
RBFA,0.0
LPIN2,0.0
SMCHD1,0.0
LIPG,0.0
VGLL1,0.0
TIMP1,0.0
FGD1,0.0
PIN4,0.0
KLF8,0.0
CD99L2,0.0
GPR50,0.0
RP2,0.0
JADE3,0.0
CDK16,0.0
USP11,0.0
PCYT1B,0.0
HTATSF1,0.0
SCML2,0.0
PCSK1N,0.0
PGK1,0.0
MAGT1,0.0
SMS,0.0
PLP2,0.0
BMX,0.0
PLS3,0.0
RENBP,0.0
ELF4,0.0
SMARCA1,0.0
ASB9,0.0
KCND1,0.0
DGKH,0.0
KATNAL1,0.0
DHRS12,0.0
TSC22D1,0.0
CLN5,0.0
OLFM4,0.0
MSLN,0.0
DNAJC3,0.0
ARHGEF7,0.0
SGCG,0.0
PARP4,0.0
SLC25A15,0.0
KPNA3,0.0
FLT1,0.0
NALCN,0.0
NDFIP2,0.0
TNFSF13B,0.0
KLF5,0.0
STK24,0.0
SRPX2,0.0
SYTL4,0.0
ZDHHC15,0.0
CENPI,0.0
PBDC1,0.0
BEX4,0.0
RUBCNL,0.0
ST6GAL1,0.0
TBX21,0.0
FRY,0.0
PICALM,0.0
NSF,0.0
GLI2,0.0
CLASP1,0.0
ADAM11,0.0
PPP2R3A,0.0
DHRS9,0.0
PTGS2,0.0
IGF2BP2,0.0
MAP3K13,0.0
MCM2,0.0
PANX2,0.0
ALPK1,0.0
PDE8A,0.0
CLCN4,0.0
NLE1,0.0
SMARCE1,0.0
ZNF629,0.0
TRADD,0.0
CORO1A,0.0
PVR,0.0
SCARB1,0.0
CYP2W1,0.0
ESRP2,0.0
FA2H,0.0
MPG,0.0
NECAB2,0.0
HSDL1,0.0
CRISPLD2,0.0
CYB5B,0.0
CCDC113,0.0
NDRG4,0.0
SETD6,0.0
HAS3,0.0
SMPD3,0.0
SLC7A6,0.0
PLLP,0.0
ZNF423,0.0
CCL22,0.0
CCL17,0.0
ZNF821,0.0
MMP15,0.0
USB1,0.0
TEAD2,0.0
CDHR2,0.0
ELMO3,0.0
NFAT5,0.0
CBLN1,0.0
ARL2BP,0.0
STX4,0.0
NOMO1,0.0
SYT17,0.0
TMC5,0.0
CCP110,0.0
VPS35L,0.0
SLC6A2,0.0
SALL1,0.0
RBL2,0.0
QPRT,0.0
XYLT1,0.0
PYCARD,0.0
RPGRIP1L,0.0
MAZ,0.0
RHBDL1,0.0
CRYM,0.0
CAPN15,0.0
CLUAP1,0.0
GGA2,0.0
CPPED1,0.0
USP31,0.0
ABCC1,0.0
NOMO3,0.0
FOXF1,0.0
CLCN7,0.0
HAGHL,0.0
BLOC1S6,0.0
MYEF2,0.0
PDGFRL,0.0
ZDHHC2,0.0
FZD3,0.0
TGM5,0.0
FAM189A1,0.0
TJP1,0.0
BMF,0.0
DMXL2,0.0
SCG3,0.0
RHOV,0.0
SLC30A4,0.0
TTC23,0.0
CD276,0.0
FAH,0.0
HOMER2,0.0
EHD4,0.0
ZNF106,0.0
ATP8B4,0.0
KNOP1,0.0
AQP9,0.0
LACTB,0.0
CSK,0.0
HERC1,0.0
AP3B2,0.0
IGDCC4,0.0
TRPS1,0.0
NCALD,0.0
SNX16,0.0
GSDMD,0.0
GFUS,0.0
PYCR3,0.0
EIF3E,0.0
EMC2,0.0
ESRP1,0.0
CCN4,0.0
NDRG1,0.0
ZC2HC1A,0.0
IL7,0.0
STMN2,0.0
LAPTM4B,0.0
UBE2W,0.0
POP1,0.0
PLAT,0.0
JPH1,0.0
DKK4,0.0
STK3,0.0
GDAP1,0.0
INTS9,0.0
RIPK2,0.0
EYA1,0.0
TRPA1,0.0
CPQ,0.0
CALB1,0.0
SFRP1,0.0
MAP4K1,0.0
CGB2,0.0
ECH1,0.0
CGB3,0.0
TUBB4A,0.0
RELB,0.0
LIN7B,0.0
PPP1R37,0.0
KCTD9,0.0
FGL1,0.0
ASAH1,0.0
MAN2B1,0.0
NUCB1,0.0
GYS1,0.0
PPP2CB,0.0
ERICH1,0.0
NEFM,0.0
TUSC3,0.0
ARHGEF10,0.0
SH2D4A,0.0
INTS10,0.0
ERI1,0.0
SLC39A14,0.0
MTMR9,0.0
R3HCC1,0.0
GSR,0.0
SNAPC2,0.0
IL27RA,0.0
ASF1B,0.0
TNNT1,0.0
PPP6R1,0.0
OLFM2,0.0
RASAL3,0.0
ZNF419,0.0
DMPK,0.0
TLE6,0.0
NOVA2,0.0
SGTA,0.0
LILRB1,0.0
SLC17A7,0.0
RNASEH2A,0.0
KLC3,0.0
CD37,0.0
AMH,0.0
LYL1,0.0
RETN,0.0
FCER2,0.0
FCGRT,0.0
CKM,0.0
ARHGEF18,0.0
PPP1R13L,0.0
PEX11G,0.0
DOT1L,0.0
PLEKHJ1,0.0
PLIN3,0.0
MYH14,0.0
CD79A,0.0
NOP53,0.0
NKG7,0.0
ICAM5,0.0
ZFR2,0.0
PRKD2,0.0
TJP3,0.0
APLP1,0.0
CCDC9,0.0
TGFB1,0.0
DENND3,0.0
CEACAM4,0.0
PLD3,0.0
PRX,0.0
NUMBL,0.0
EBI3,0.0
SHD,0.0
TBCB,0.0
FSD1,0.0
CLIP3,0.0
SYDE1,0.0
CASP14,0.0
ANKRD27,0.0
TIMM50,0.0
DYRK1B,0.0
CLC,0.0
GPI,0.0
MIER2,0.0
PLEKHA4,0.0
CACNG7,0.0
GCDH,0.0
KLF1,0.0
MAST1,0.0
TFPT,0.0
PLA2G4C,0.0
TMEM205,0.0
PLPPR2,0.0
FAM83E,0.0
CYTH2,0.0
GRWD1,0.0
SYNGR4,0.0
CLEC11A,0.0
CARD8,0.0
LIG1,0.0
SIGLEC6,0.0
CD33,0.0
CEACAM5,0.0
RABAC1,0.0
ATP1A3,0.0
MEIS3,0.0
CNFN,0.0
MEGF8,0.0
KDELR1,0.0
PON2,0.0
HBP1,0.0
SP4,0.0
WDR91,0.0
DLX5,0.0
MTPN,0.0
STEAP1B,0.0
CADM4,0.0
CFAP69,0.0
RASA4,0.0
CDK6,0.0
TFPI2,0.0
PIK3CG,0.0
PON3,0.0
MAG,0.0
TMEM59L,0.0
LSR,0.0
HPN,0.0
SCN1B,0.0
ERF,0.0
GRIK5,0.0
ZNF85,0.0
JAK3,0.0
KCNN1,0.0
ARRDC2,0.0
PIK3R2,0.0
RAB3A,0.0
ISYNA1,0.0
CRTC1,0.0
TMEM147,0.0
CPED1,0.0
HIBADH,0.0
TAX1BP1,0.0
GRB10,0.0
ABHD11,0.0
COBL,0.0
FKBP14,0.0
LFNG,0.0
HOXA6,0.0
IQCE,0.0
ANKRD7,0.0
VIPR2,0.0
TSPAN12,0.0
HOXA13,0.0
CAV1,0.0
MET,0.0
RNF32,0.0
LMBR1,0.0
HOXA1,0.0
DNAJB6,0.0
HOXA3,0.0
PTN,0.0
GSDME,0.0
ATP6V0A4,0.0
ZC3HAV1,0.0
TTC26,0.0
OGDH,0.0
ADAP1,0.0
NFATC3,0.0
ACADVL,0.0
ACAP1,0.0
CRMP1,0.0
EVC,0.0
DERL2,0.0
RHOBTB1,0.0
SMC1A,0.0
HSD17B10,0.0
HMMR,0.0
CHFR,0.0
TRHDE,0.0
P4HA2,0.0
FCGR2B,0.0
PTPN18,0.0
SPEG,0.0
TFRC,0.0
SREBF1,0.0
AFF4,0.0
MPP5,0.0
PLEKHA8,0.0
STX1A,0.0
NOD1,0.0
GARS1,0.0
EPHB6,0.0
MINDY4,0.0
ACTN1,0.0
RPS6KA6,0.0
MEST,0.0
MEOX2,0.0
ANKMY2,0.0
POU6F2,0.0
TSPAN13,0.0
AGR2,0.0
AHR,0.0
RPA3,0.0
GLCCI1,0.0
PHF14,0.0
TMEM106B,0.0
SFRP4,0.0
PCOLCE,0.0
IMPDH1,0.0
AGFG2,0.0
SERPINE1,0.0
AP1S1,0.0
C1GALT1,0.0
AP1M1,0.0
CASP2,0.0
NPTX2,0.0
CYP3A5,0.0
NUDT1,0.0
WASL,0.0
TFR2,0.0
TGFBR1,0.0
TLE4,0.0
LHX6,0.0
PTGR1,0.0
SUSD1,0.0
AMBP,0.0
AKNA,0.0
CNTNAP3,0.0
SPIN1,0.0
NMRK1,0.0
TMEM245,0.0
MEGF9,0.0
TRIM14,0.0
AEBP1,0.0
GCK,0.0
YKT6,0.0
LIMK1,0.0
SPATA6L,0.0
SLC1A1,0.0
LHX2,0.0
FSD1L,0.0
CHCHD3,0.0
GIMAP2,0.0
GLI3,0.0
BLVRA,0.0
URGCP,0.0
RHEB,0.0
PRKAG2,0.0
PTGDS,0.0
ABCA2,0.0
SHB,0.0
ABHD17B,0.0
DVL1,0.0
PDLIM1,0.0
CCNJ,0.0
MPDZ,0.0
DDX58,0.0
GLIS3,0.0
BAG1,0.0
RAPGEF1,0.0
NPDC1,0.0
SH3GL2,0.0
ELAVL2,0.0
NCS1,0.0
TESK1,0.0
KCNT1,0.0
CA9,0.0
TYRP1,0.0
CREB3,0.0
RGP1,0.0
TNFSF8,0.0
DNM1,0.0
ENG,0.0
CDC37L1,0.0
PLGRKT,0.0
DOCK8,0.0
FBXW4,0.0
NPM3,0.0
ARHGAP21,0.0
FBXL15,0.0
LHPP,0.0
NEURL1,0.0
SH3PXD2A,0.0
LIPA,0.0
TWNK,0.0
LZTS2,0.0
SFXN3,0.0
KAZALD1,0.0
ERLIN1,0.0
MAPK8,0.0
PLEKHA1,0.0
PALD1,0.0
UNC5B,0.0
CDH23,0.0
VSIR,0.0
SPOCK2,0.0
DNTT,0.0
ATRNL1,0.0
HPS1,0.0
PHYH,0.0
RASSF4,0.0
DNMBP,0.0
CXCL12,0.0
MTMR4,0.0
TRIM37,0.0
P2RX1,0.0
DHX40,0.0
KPNB1,0.0
PNPO,0.0
TRIM16L,0.0
UBTF,0.0
CSF3,0.0
RAPGEFL1,0.0
RGS9,0.0
RNF43,0.0
WNT3,0.0
RAD51C,0.0
UBE2S,0.0
ZMIZ1,0.0
DNAJC12,0.0
TSPAN14,0.0
TBC1D12,0.0
KRT23,0.0
NUFIP2,0.0
DKK1,0.0
EBF3,0.0
SORCS1,0.0
TASOR2,0.0
XPNPEP1,0.0
SMC3,0.0
TFAM,0.0
CNTNAP1,0.0
ABI3,0.0
EZH1,0.0
DLX4,0.0
PPP1R9B,0.0
COL1A1,0.0
VAT1,0.0
LRRC59,0.0
SYNGR2,0.0
LGALS3BP,0.0
CCL2,0.0
CCL1,0.0
DHX58,0.0
RAI1,0.0
C1QBP,0.0
BLMH,0.0
CPD,0.0
CCDC47,0.0
MED31,0.0
ALDH3A1,0.0
ICAM2,0.0
CBX1,0.0
HOXB6,0.0
ENO3,0.0
PFN1,0.0
RASD1,0.0
PMP22,0.0
UNC119,0.0
RAB34,0.0
PHOX2B,0.0
GABRA4,0.0
SLAIN2,0.0
DCUN1D4,0.0
WSB1,0.0
SLC9A3R1,0.0
TMEM104,0.0
VTN,0.0
TNFAIP1,0.0
TMEM97,0.0
CDR2L,0.0
SLC16A6,0.0
PRKAR1A,0.0
EFNB3,0.0
FAM20A,0.0
YWHAE,0.0
MMD,0.0
MAP2K6,0.0
DHRS7B,0.0
RND2,0.0
HDAC5,0.0
ABCC3,0.0
LUC7L3,0.0
MPP2,0.0
SMURF2,0.0
DUSP3,0.0
HLF,0.0
NEIL3,0.0
TBC1D19,0.0
NSD2,0.0
SH3D19,0.0
STIM2,0.0
MFSD10,0.0
BST1,0.0
WFS1,0.0
ANXA10,0.0
CLCN3,0.0
AADAT,0.0
GALNT7,0.0
SOD3,0.0
CPZ,0.0
SLC2A9,0.0
MANBA,0.0
MAPK10,0.0
TBC1D9,0.0
INPP4B,0.0
GAB1,0.0
KLHL2,0.0
CPE,0.0
RPL34,0.0
USP46,0.0
SULT1E1,0.0
ODAM,0.0
NMU,0.0
CRACD,0.0
NFKB1,0.0
UNC93B1,0.0
KMT5B,0.0
NRXN2,0.0
MS4A6A,0.0
MS4A4A,0.0
ST3GAL4,0.0
CPT1A,0.0
CCND1,0.0
HSPA8,0.0
P2RX3,0.0
VWA5A,0.0
DNAJC4,0.0
SIAE,0.0
SNX15,0.0
LPXN,0.0
DTX4,0.0
DDX25,0.0
CRYAB,0.0
CTSC,0.0
ZBTB16,0.0
SC5D,0.0
JHY,0.0
B3GAT1,0.0
RAPGEF2,0.0
SNX25,0.0
KLF3,0.0
KLHL5,0.0
FAM149A,0.0
NCAPG,0.0
PPARGC1A,0.0
MDK,0.0
SLC22A18,0.0
CD81,0.0
SLC35F2,0.0
C11orf21,0.0
ELMOD1,0.0
CALCA,0.0
HIPK3,0.0
KIAA1549L,0.0
PDHX,0.0
SLC1A2,0.0
SLC15A3,0.0
CD5,0.0
ACCS,0.0
SCGB2A2,0.0
ARHGEF17,0.0
CEP126,0.0
GALNT18,0.0
BIRC2,0.0
UPK2,0.0
CBL,0.0
NECTIN1,0.0
CCDC86,0.0
TMEM109,0.0
CCKBR,0.0
HPX,0.0
CHORDC1,0.0
FOLR1,0.0
ANAPC15,0.0
PANX1,0.0
LIN7A,0.0
KRT18,0.0
TNS2,0.0
LTA4H,0.0
ELK3,0.0
MAGOHB,0.0
MLEC,0.0
MVK,0.0
CSRNP2,0.0
BIN2,0.0
BCL7A,0.0
CYP27B1,0.0
PRPF40B,0.0
CD69,0.0
CLEC2B,0.0
SELPLG,0.0
CORO1C,0.0
ASIC1,0.0
CAPRIN2,0.0
SOX6,0.0
C11orf58,0.0
PITPNM1,0.0
TCIRG1,0.0
CHKA,0.0
EXPH5,0.0
POU2AF1,0.0
P3H3,0.0
CPSF1,0.0
CYBRD1,0.0
CDH19,0.0
SLC6A15,0.0
RDH11,0.0
PRKACA,0.0
LMCD1,0.0
SEL1L,0.0
ATP6AP1,0.0
TCF3,0.0
MBD3,0.0
ATP2B1,0.0
MAP4K4,0.0
RPL31,0.0
WDR1,0.0
ARHGAP10,0.0
RPS6KA2,0.0
VASH1,0.0
FOXM1,0.0
PRR4,0.0
RAD51AP1,0.0
TESK2,0.0
PTPN21,0.0
OSBPL3,0.0
EPHA8,0.0
IL26,0.0
MDM1,0.0
TIMELESS,0.0
ACRBP,0.0
UHRF1BP1L,0.0
GNB3,0.0
CDCA3,0.0
CHPT1,0.0
SLC38A1,0.0
RERGL,0.0
SPRING1,0.0
VDR,0.0
RFC5,0.0
STX2,0.0
ADGRD1,0.0
GPRC5D,0.0
SCNN1A,0.0
LTBR,0.0
OAS3,0.0
OAS2,0.0
MGP,0.0
RASAL1,0.0
ARHGDIB,0.0
ADGRL1,0.0
CUX2,0.0
SH2B3,0.0
MANSC1,0.0
KCNA1,0.0
CREBL2,0.0
ALDH2,0.0
CDKN1B,0.0
NEDD9,0.0
ADTRP,0.0
ASF1A,0.0
FAM184A,0.0
RNGTT,0.0
MAN1A1,0.0
HDDC2,0.0
TPD52L1,0.0
RIC8B,0.0
FGFR1OP2,0.0
COL12A1,0.0
BTN3A3,0.0
FRK,0.0
DSE,0.0
TMEM14C,0.0
NT5DC3,0.0
SLCO1B3,0.0
GOLT1B,0.0
LDHB,0.0
ST8SIA1,0.0
C2CD5,0.0
AICDA,0.0
PHC1,0.0
TPI1,0.0
GNPTAB,0.0
SPSB2,0.0
ENO2,0.0
ATN1,0.0
C12orf57,0.0
PTPN6,0.0
LPCAT3,0.0
GPR63,0.0
PRDM13,0.0
E2F3,0.0
PTP4A1,0.0
BVES,0.0
WASF1,0.0
GPLD1,0.0
ALDH5A1,0.0
BMP5,0.0
BACH2,0.0
RBM24,0.0
CAP2,0.0
TREML2,0.0
BAG2,0.0
RAB23,0.0
SOD2,0.0
MCM3,0.0
PHACTR1,0.0
MDGA1,0.0
CILK1,0.0
CD83,0.0
MDN1,0.0
GLP1R,0.0
HINT3,0.0
SASH1,0.0
FBXO5,0.0
FANCE,0.0
RHAG,0.0
KCTD20,0.0
DUSP22,0.0
COX7A2,0.0
TMEM30A,0.0
GMDS,0.0
VEGFA,0.0
TTK,0.0
SLC29A1,0.0
SLC39A7,0.0
QKI,0.0
PDE10A,0.0
TFEB,0.0
SMOC2,0.0
GUCA1B,0.0
PPP2R5D,0.0
CUL9,0.0
HBS1L,0.0
FIG4,0.0
SLC16A10,0.0
HECA,0.0
ADGRG6,0.0
CRYBG1,0.0
VNN1,0.0
VNN2,0.0
RPS12,0.0
EYA4,0.0
SNX3,0.0
HMGCR,0.0
PCDHB3,0.0
PCDHB5,0.0
HAVCR1,0.0
ITK,0.0
RNF130,0.0
DAP,0.0
NME5,0.0
KIF20A,0.0
NNT,0.0
HBEGF,0.0
LOX,0.0
APBB3,0.0
SPARC,0.0
PCDHB2,0.0
NUDT12,0.0
CEP72,0.0
MAN2A1,0.0
SEMA5A,0.0
GHR,0.0
HMGCS1,0.0
LAMA4,0.0
TENT5A,0.0
FBRSL1,0.0
ENPP5,0.0
LY86,0.0
PRSS16,0.0
TBX18,0.0
ERBIN,0.0
SEC24A,0.0
MACROH2A1,0.0
SMAD5,0.0
ERGIC1,0.0
PDGFRB,0.0
CDX1,0.0
SLC12A7,0.0
IL4,0.0
RAD50,0.0
ST8SIA4,0.0
NUP155,0.0
NR3C1,0.0
C5orf15,0.0
LIFR,0.0
SUB1,0.0
FAM172A,0.0
SLC27A6,0.0
IRX4,0.0
LNPEP,0.0
PDE4D,0.0
PRLR,0.0
ARSB,0.0
THBS4,0.0
GABRG2,0.0
CCNG1,0.0
LMNB1,0.0
ARRDC3,0.0
PFKFB4,0.0
COL7A1,0.0
FGF12,0.0
PRKAR2A,0.0
HES1,0.0
ACAP2,0.0
ECT2,0.0
OGG1,0.0
PCCB,0.0
CEP70,0.0
RBP1,0.0
TFDP2,0.0
XRN1,0.0
KAT2B,0.0
BCL6,0.0
HGD,0.0
CLDN16,0.0
ARL6,0.0
NPHP3,0.0
CD86,0.0
AMOTL2,0.0
FAM162A,0.0
ATP6V0E1,0.0
CPEB4,0.0
HRH2,0.0
DBN1,0.0
UNC5A,0.0
EHHADH,0.0
SMC4,0.0
ACVR2B,0.0
PEX5L,0.0
ABCC5,0.0
AADAC,0.0
ABHD14B,0.0
ARHGEF26,0.0
PLCH1,0.0
PODXL2,0.0
UPK1B,0.0
NEK11,0.0
PLSCR4,0.0
CISH,0.0
MAPKAPK3,0.0
HHLA2,0.0
IQCG,0.0
GBE1,0.0
C3orf52,0.0
FRMD4B,0.0
PLXNA1,0.0
ABTB1,0.0
GNAI2,0.0
USP9Y,0.0
HYAL1,0.0
CBLB,0.0
BBX,0.0
IFT57,0.0
GNB4,0.0
POMC,0.0
GPD2,0.0
CYTIP,0.0
ACVR1,0.0
ITGB6,0.0
FNDC4,0.0
PIKFYVE,0.0
KCNIP3,0.0
SLC35F5,0.0
ZAP70,0.0
ACTR3,0.0
STEAP3,0.0
EPB41L5,0.0
TFCP2L1,0.0
SLC4A3,0.0
EEF1B2,0.0
ADAM23,0.0
LMAN2L,0.0
RTKN,0.0
TTL,0.0
IL1A,0.0
CCL20,0.0
VIPR1,0.0
SSR3,0.0
ZBTB47,0.0
NKTR,0.0
CLCN2,0.0
FOXP1,0.0
NEK4,0.0
STAT1,0.0
GLS,0.0
IGFBP2,0.0
IGFBP5,0.0
EFHD1,0.0
OTX1,0.0
CCDC88A,0.0
EVA1A,0.0
MRPL19,0.0
LANCL1,0.0
EFEMP1,0.0
REG1A,0.0
FANCL,0.0
GRB14,0.0
CLIP4,0.0
TLX2,0.0
SPTBN1,0.0
RTN4,0.0
DOK1,0.0
GALNT3,0.0
ITGA4,0.0
PDE1A,0.0
REEP6,0.0
PCSK4,0.0
GCG,0.0
APC2,0.0
IFIH1,0.0
NDUFS7,0.0
PRKD3,0.0
QPCT,0.0
RMDN2,0.0
DLX2,0.0
SDC1,0.0
SLC1A4,0.0
SOS1,0.0
KYNU,0.0
HDLBP,0.0
PASK,0.0
TPO,0.0
PROC,0.0
ID2,0.0
HPCAL1,0.0
ODC1,0.0
STRN,0.0
IL1R1,0.0
IL1RL1,0.0
IL18RAP,0.0
SLC9A2,0.0
FHL2,0.0
MLPH,0.0
ABCB6,0.0
COQ10B,0.0
GNLY,0.0
CHST10,0.0
HSPE1,0.0
PLCD4,0.0
IL1R2,0.0
WIPI1,0.0
ASNS,0.0
CNGB1,0.0
ST6GALNAC2,0.0
CHAT,0.0
PABPC1,0.0
WIPF1,0.0
TMEM260,0.0
SMG6,0.0
EXOC5,0.0
CLTCL1,0.0
DGCR2,0.0
ST6GALNAC1,0.0
LRP6,0.0
GUCY2C,0.0
NUCB2,0.0
PTPN3,0.0
SPTB,0.0
DAPP1,0.0
ATP1B3,0.0
NEDD4,0.0
GNB5,0.0
HDHD5,0.0
CACYBP,0.0
RALGPS2,0.0
FAM20B,0.0
TMEM59,0.0
LRRC42,0.0
ICMT,0.0
CHD5,0.0
QSOX1,0.0
ALMS1,0.0
DHCR24,0.0
MORN1,0.0
GPX7,0.0
EPAS1,0.0
ARID3A,0.0
VAX2,0.0
ATP6V1B1,0.0
NFE2L2,0.0
MSH6,0.0
PLEKHA3,0.0
SPR,0.0
ORC4,0.0
PLEK,0.0
RND3,0.0
AAK1,0.0
TRAK2,0.0
TIA1,0.0
PCYOX1,0.0
KISS1R,0.0
PLA2G4A,0.0
WLS,0.0
PRDM2,0.0
RO60,0.0
AGMAT,0.0
OLFML3,0.0
FBXO2,0.0
FBXO6,0.0
MAD2L2,0.0
DNAJC6,0.0
LEPR,0.0
PDC,0.0
TRIM62,0.0
DLGAP3,0.0
RHOU,0.0
ARHGEF2,0.0
MEF2D,0.0
DOCK7,0.0
SRM,0.0
PHF13,0.0
ERRFI1,0.0
ELAPOR1,0.0
OPRD1,0.0
AMPD2,0.0
WDR77,0.0
RAP1A,0.0
HDAC1,0.0
ST6GALNAC5,0.0
SLAMF1,0.0
CD48,0.0
ADGRL2,0.0
PADI2,0.0
MFAP2,0.0
KDM5B,0.0
UAP1,0.0
SIPA1L2,0.0
RLF,0.0
KMO,0.0
ZNF684,0.0
KCNQ4,0.0
RIMS3,0.0
AKT3,0.0
ACADM,0.0
MAP7D1,0.0
OSCP1,0.0
C1orf109,0.0
NID1,0.0
LGALS8,0.0
HPCAL4,0.0
BMP8B,0.0
MYCL,0.0
CRYZ,0.0
PHTF1,0.0
TFAP2E,0.0
CD2,0.0
TTF2,0.0
NR5A2,0.0
KIF21B,0.0
TMEM9,0.0
CCDC181,0.0
SLC19A2,0.0
FAAH,0.0
CNN3,0.0
F3,0.0
ABCD3,0.0
PTBP2,0.0
